ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Add columns here,Add columns here,Add columns here,Reviewer,Review
36-90,03/04/23 02:38:01,https://twitter.com/FelmaRoelSingco/status/1572739801241243649,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest",@FelmaRoelSingco,Felmar Roel Rap. Singco,"Filipino, Christian, Conservative. Lives in life, love, & light. Loves family, friends, books, music, science, nature, & the arts. Likes the sun, sea, & sand.",Anonymous,04/09,4028,656,"Metro Manila, The Philippines","As a Filipino patriot, I celebrate September 21 as the day that stopped the Philippines from being overrun by atheistic Communism through the CPP NPA NDF and from being fractured by Islamist insurgency through the MNLF, due to President Marcos’ timely proclamation of Martial Law.

{Alt-image: Photo of Marcos with caption Happy Martial Law Day Pilipinas}",,"Text, Image",22/09/2022 08:09,https://drive.google.com/file/d/1nuKCUNder7sqPXbrg8PT9xtIyMBmwbzv/view?usp=share_link,Rational,0,0,0,0,,MISLEADING,Marcos did not save the Philippines from the CPP-NPA-NDF but only exacerbated the threat. ,Tweet contains image of Marcos with the caption Happy Martial Law Day Pilipinas,,,,,
36-91,03/04/23 09:45:15,https://twitter.com/alic1alopez/status/1557038748978020354,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest",@alic1alopez,Alicia,(No bio),Anonymous,10/21,122,121,(Not stated),"Mr. Lamangan eh papano naman po kaming mga nakaranas ng maganda tahimik at maunlad na bansa sa panahon ni marcos, ano po kami mga sinungaling, hindi lang po kami umimik dahil wala na si marcosdahil pinili nyang bumaba kesa may mamatay",,"Text, Reply",08/10/22 00:19,https://drive.google.com/file/d/1JLUtQ4MCsH7ANny1NJy-Mz1-92PYXhzr/view?usp=share_link,Emotional,67,1,15,1,,MISLEADING,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.",Tweet is a reply to another tweet claiming that people are fed up with false stories of the past and are eager to learn something 'new' about the Marcos regime.,,,,,
36-92,03/04/23 09:45:17,https://twitter.com/lily_mahal5/status/1524802000344473601,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest",@lily_mahal5,Love5💙🇵🇭🐺🍁☀️,"Encourage one another and build each other up! Show love, kindness and compassion to others. Love yourself! this acct is mostly for MAHALIMA💙",Anonymous,02/22,1688,1301,Canada,"Hindi kuwentong barbero dahil kuwento ng tatay ko at kahit nasa elementary pa lang Ako noon ay maayos at payapa ang pamumuhay namin. May supply pang tinapay, gatas cornmeal sa among mga Bata. Tatay ko may supply na fertilizer at seedlings Galing gobyerno.",,"Text, Reply",05/13/22 01:21,https://drive.google.com/file/d/1raRysAq1Wwxf16P0zDChYTQ4ffJmYteI/view?usp=share_link,Emotional,0,0,0,0,,MISLEADING,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.",Tweet is a reply to another tweet that cannot be viewed due to the account owner's settings.,,,,,
36-93,03/04/23 10:10:49,https://twitter.com/Dactor26165694D/status/1572959207472902154,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest",@Dactor26165694D,d'actor,Palaban,Anonymous,05/22,6,0,(Not stated),"Boy noong panahon ni marcos sr.mas maunlad tayo kaysa kalapit bansa natin, pero ng dahil sa inggit ni nnoy, trinaydor niya si marcos..binuo ni nnoy at joma ang npa para pabagsakin si marcos..",,"Text, Reply",09/22/22 22:41,https://drive.google.com/file/d/1tVvkaSoTiZuG94AadxvdXNu_8rsHGvJG/view?usp=share_link,Emotional,2,0,0,0,,MISLEADING,"FEM Administration did not mark the ""Golden Era;"" economy plummeted during this time.

Ninoy Aquino is not a CPP-NPA, MNLF organizer.",Tweet is reply to a deleted account's tweet.,,,,,
36-94,03/04/23 10:10:54,https://twitter.com/CabanelaDoms/status/1539071801460142081,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest",@CabanelaDoms,Doms Cabanela,(No bio),Anonymous,06/19,69,18,(Not stated),"Nong panahon ni marcos maganda at maunlad buhay ng tao maunlad din ang bansa,",,"Text, Reply",06/21/22 10:24,https://drive.google.com/file/d/1JTsM1qC-cpZYBUCaHGA7Ai9YZNNw0St_/view?usp=share_link,Rational,0,0,0,0,,MISLEADING,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.

Economy plummeted during Marcos regime as well.","Tweet is a reply to an image containing the text ""Nung panahon ni Marcos, mas maganda ang buhay ni MARCOS!!!""",,,,,
36-95,03/04/23 10:31:20,https://twitter.com/CabanelaDoms/status/1537273385792970754,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest",@CabanelaDoms,Doms Cabanela,(No bio),Anonymous,06/19,69,18,(Not stated),"Bong si marcos pa president maunlad ang bansa nong pumalit na si cory nag simula na mag hirap bansa ang umunlad yong kamaganak ni cory at alipores lang niya, binenta mga pag aari ng gobyerno nag mahal tubig at kuryente 12 hrs brown out daily marami pa kahirapan dumating",,"Text, Reply",06/16/22 11:18,https://drive.google.com/file/d/1Fq4s_bGWS17sfUxfu0icNISjvUti1NJz/view?usp=share_link,Rational,0,0,0,0,,MISLEADING,"67% of PAL shares were sold by Cory Aquino as part of the Philippine Privatization Program as a response to the immense debt the nation was in after FEM's administration.

The external debt during Cory's Administration was largely inherited from Marcos' administration. During Marcos' term, the external debts ballooned from $600 million to $28 billion. During Aquino's term, the external debt increased from $28 billion to $33 billion. Source: World Development Indicators. To verify the data from the source, select the following parameters: Countries: Philippines, Indicators: External Debt Stocks, Total, Time: 1966 - 1992",Tweet is a reply to a deleted tweet.,,,,,
36-96,03/04/23 10:39:00,https://twitter.com/ReginaMLagos1/status/1559686372042350593,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest, Marcos maganda",@ReginaMLagos1,Beauty,Life is short...be happy...think positive...smile ...😀😀😀,Anonymous,10/21,675,487,(Not stated),Ganyan ang ginawa nla kay Marcos Sr. Noon khit maganda na ang mga projects.basta maipilit lang ang Communism.bulag na sla sa mga maggandang gnawa ni Marcos noon.dhil sa bluktot nilang idiology.ibig sbihin hndi sla totoong nagmamahal sa bayan.yon idiology lang at mga srili lng nla,,Text,17/08/2022 07:39,https://drive.google.com/file/d/10kQAIQWhm7ukPm3Yylm_G85tqdSxdHvw/view?usp=share_link,Emotional,0,0,0,0,,MISLEADING,"The Marcos regime built infrastracture that skyrocketed our national debt, on top of crony capitalism and embezzlement.",,,,,,
36-97,03/04/23 10:40:06,https://twitter.com/CabanelaDoms/status/1531883857532043264,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest",@CabanelaDoms,Doms Cabanela,(No bio),Anonymous,06/19,69,18,(Not stated),"Kasinungalingan lahat sinasabi ng rappler sa mga marcos, kasi anti marcos yan so paano mag sabi ng maganda tungkol sa mga marcos that no the fack paano yong kwento enrile tiglao Rita Gadi at iba pa na nasasabi maganda at maunlad nong panahon marcos I'm also inabot din me marcos",,"Text, Reply",06/01/22 14:22,https://drive.google.com/file/d/1mkMPxuc1eaIR2EhvnxksroiHCVR2u1MU/view?usp=share_link,"Emotional, Rational",0,0,0,0,,MISLEADING,"FEM Administration did not mark the ""Golden Era;"" economy plummeted during this time.","Tweet is a reply to an article on why the economy during the Martial Law cannot be called the ""Golden Age"".",,,,,
36-98,03/04/23 10:48:27,https://twitter.com/jon_canete/status/1553200336600457216?s=20,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest",@jon_canete,Tatang Onyok ( Official ),Husband. Father. Photographer. Food Lover. Cook. Friend. Investor. Alaskador Par Excellance.,Anonymous,01/12,848,1282,"Regina, Saskatchewan",The problem with all ANTI MARCOS is that they invalidate all the good things that Marcos have done in this country. From infra to agriculture to fighting communism. You compare that to the number of the so-called ML victim kuno.,,"Text, Reply",30/07/2022 10:06,https://drive.google.com/file/d/1TIy8dsmkFRHGKJjLb_Ei-W6UWckn4EnD/view?usp=share_link,"Emotional, Rational",8,1,0,0,,MISLEADING,"Thousands of law-abiding citizens experienced human rights violations during Martial Law.

Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.",,,,,,
36-99,03/04/23 11:07:42,https://twitter.com/tipikal6/status/1548295009526370313?s=20,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest","
@tipikal6",tipikal,Debugging life and chilling out. Likes to retweet 🤣😂😅.,Anonymous,08/19,2097,1379,(Not stated),"Hindi na ako maiingit sa mga nanay, tatay, tito tita, lolo at lola pag sinabi nila na mas mabuti pa noong panahon ni Marcos. Mas maayos, mas may disiplina, may bayanihan at pagtutulungan, nakaka-proud maging Pinoy, at mas maunlad ang bansa.",,"Text, Reply",16/-7/2022 21:14,https://drive.google.com/file/d/14W1-zyoB7Zq6hSVYZhzWGt5K1lbTk-fL/view?usp=share_link,"Emotional, Rational",104,2,11,0,,MISLEADING,"Thousands of law-abiding citizens experienced human rights violations during Martial Law.

Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.",,,,,,
36-100,03/04/23 11:16:00,https://twitter.com/Markcardo1/status/1110823751715676161,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest",@Markcardo1,Markcardo,(No bio),Anoymous,06/18,2174,266,(Not stated),"Mas okey ng talaga c Marcos,,  mayayaman lang ang galit kay mascos,, pero ng panahon n Marcos maunlad ang pinas saka displenado ang mga tao.  D tulad ngayon puro magnanakaw.",,Text,03/27/19 16:39,https://drive.google.com/file/d/1j65xtBkALlOLDBtjQgFyqBjYCLqIwGON/view?usp=share_link,Rational,0,0,0,0,,MISLEADING,"The Marcos family themselves have their own fair share of ill-gotten wealth too.

Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.",,,,,,
36-101,03/04/23 11:21:59,https://twitter.com/cursetine2/status/1505037179130888195?s=20,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest, Marcos maganda buhay",@cursetine2,Lil' bobby's aunt,Great things happen for great us,Anonymous,12/18,33,5,(Not stated),"Why #BBM for me? 

Cause I wanted to see, witness and experience the 'maganda ang buhay namin noong si Marcos ang nakaupo' 

I'm tired of leaders being puppets of other countries or of the rich.",,Text,19/03/2022 12:23,https://drive.google.com/file/d/1gsHIFwmT8kN8wlhK5RF7R8hY_WiI-V7s/view?usp=share_link,Rational,4,3,1,0,,MISLEADING,"Thousands of law-abiding citizens experienced human rights violations during Martial Law.

Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.",,,,,,
36-102,03/04/23 11:28:41,https://www.rappler.com/newsbreak/iq/146939-martial-law-explainer-victims-stories/,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest, Marcos maganda buhay",@franciad425,Franz,I can do all things through Christ who strengthens me. Philipians 4:13,Anonymous,11/18,3544,2271,Republic of the Philippines,"Matagal na ito account ko sa twitter. Why I support Marcose kasi noon maganda ang buhay namin, negosyo, nakapag aral kami dahil sa scholarship ng government nung panahon ni Marcos. Nung iba na naupo, bumagsak kami till now di mkabangon

@bongbongmarcos

#BBMSARA2022",,Text,11/09/21 17:35,https://drive.google.com/file/d/1ZSjSMYwhj2ujoKnpB5Txfe39UQbSJZBM/view?usp=share_link,Emotional,95,1,27,4,,MISLEADING,"FEM Administration did not mark the ""Golden Era;"" economy plummeted during this time.",,,,,,
36-103,03/04/23 11:29:35,https://twitter.com/Jeffrey80857524/status/1500238703293259776?s=20,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest, Marcos maunlad buhay",@Jeffrey80857524,jaloyable,biohin,Anonymous,08/21,1,0,"Marbella, Spain","Ito na Yung last. Na hinde dapat sayangin. Ika nga ng matatanda Nung panahon ni Marcos napakaganda ng buhay.. Malayo sa anomang gulo,tahimik.. Mura bilihin At maraming napatunayan Samadaling salita maunlad Ang buhay noon Nung Marcos era pa . Kaya ito na Ang last. #BBMForPresident",,Text,03/06/22 06:35,https://drive.google.com/file/d/1v_XYIvD6zC3Efi_C2HCTkJNDPlOIuJpP/view?usp=share_link,Emotional,0,0,0,0,,MISLEADING,"FEM Administration did not mark the ""Golden Era;"" economy plummeted during this time.

Thousands of law-abiding citizens experienced human rights violations during Martial Law.

Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.",,,,,,
36-104,03/04/23 11:30:35,https://twitter.com/maria47215/status/1176356470868152320?s=20,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest, Marcos maunlad buhay",@maria47215,シャネル❤️,"Great is the LORD, and greatly to be praised; and his greatness is unsearchable. PSALMS 145:3🙏🏻📖 CHURCH OF GOD - ACTS 20:28",Identified,07/14,0,0,Japan,"Ikaw n mismo magtanong sa mga Japanese at kahit sa mga Korean pa or Chinese ! #BinulagKaRinBa ng mga sakim sa power at position n aquino & alipores - Huwag mo akong linlangin dahil Buhay ako sa panahon ni Pangulong Marcos maunlad , disiplinado at mapayapa ang bansang Pilipinas!!",,"Text, Reply",9/24/2019 12:43,https://drive.google.com/file/d/1kEvjyXk-5I3cgRoDdz2Xz2Jok4VOvR4g/view?usp=share_link,Emotional,0,0,0,0,,MISLEADING,"Thousands of law-abiding citizens experienced human rights violations during Martial Law.

Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.",,,,,,
36-105,03/04/23 11:31:50,https://twitter.com/sagaarjay16/status/1440339833180749827?s=20,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest, Marcos maunlad buhay",@sagaarjay16,Jesst,New Twitter member here 💁🏼‍♀️Filipina 100% 🇵🇭 Follow me IFB 👆🏻 Always choose to be kind. 😇,Anonymous,02/20,1011,1544,Republic of the Philippines,"Talaga ba? Sabi kasi ng Lolo ko mas maganda daw ang ang buhay nung si Marcos pa ang pangulo. Mas tahimik, payapa at maunlad ang bansa. Kapag matigas ulo mo o lumabag ka sa batas, o karamihan ng Aktibista lang daw ang against sa Marcos.
Wag mo lahatin
#MarcosParin 😊",,"Text, Reply",09/21/21 23:39,https://drive.google.com/file/d/146cuf3JS60m78lsTokIxa8NFR9FThkA2/view?usp=share_link,Emotional,70,5,10,2,,MISLEADING,"Thousands of law-abiding citizens experienced human rights violations during Martial Law.

Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.

FEM Administration did not mark the ""Golden Era;"" economy plummeted during this time.",,,,,,
36-106,03/04/23 11:37:39,https://twitter.com/AngelesMeralie/status/1485217791485480962?s=20,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest, Marcos maunlad buhay",@AngelesMeralie,Meralie Angeles,(No bio),Identified,08/17,200,39,(Not stated),"Tama ka anak yung anak ko 18yrs old bakit daw si BBM gusto para iboto nya sabi ko maniwala sya sa akin dahil naabutan ko pa elem ako nong si marcos president masagana, maunlad at magaan ang buhay kahit sa probensya pa noon",,"Text, Reply",23/01/2022 19:48,https://drive.google.com/file/d/1g8OZwIJSbDXLUe17mreeUrW1LceDwmAT/view?usp=share_link,Emotional,0,0,0,0,,MISLEADING,"Thousands of law-abiding citizens experienced human rights violations during Martial Law.

Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.

FEM Administration did not mark the ""Golden Era;"" economy plummeted during this time.",,,,,,
36-107,03/04/23 11:39:57,https://twitter.com/Anthony10216901/status/1523750791752089600?s=20,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest, Marcos maunlad buhay",@Anthony10216901,tonipets,Make a Cook always.,Anonymous,06/21,224,7,(Not stated),Maunlad ang buhay namin. At mas lalong uunlad kasi si marcos ang presidente. Thats all. Bye,,"Text, Reply",10/05/22 03:44,https://drive.google.com/file/d/1HFmUzr850XvzthwB0przlkYhmw0C3KUj/view?usp=share_link,"Rational, Emotional",0,0,0,0,,MISLEADING,"Thousands of law-abiding citizens experienced human rights violations during Martial Law.

Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.",,,,,,
36-108,03/04/23 11:44:45,https://twitter.com/maria47215/status/1175424722500087808?s=20,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa, Marcos richest, Marcos maunlad buhay",@maria47215,シャネル❤️,"Great is the LORD, and greatly to be praised; and his greatness is unsearchable. PSALMS 145:3🙏🏻📖   CHURCH OF GOD - ACTS 20:28",Anonymous,07/14,3149,1948,(Not stated),"Huwag mo akong linlangin . Buhay ako at si Lola ipaglaban namin ang Mas maunlad , disiplinado at mapayapa sa panahon ni Pangulong Marcos 

#SalamatApo 

https://www.facebook.com/WNFNOfficialBlog/videos/997184303797722?sfns=mo",,"Text, Reply",21/09/2019 23:01,https://drive.google.com/file/d/19TV--5BZbhUldZJBOH0ZbDR5aYX7Aazs/view?usp=share_link,Emotional,0,0,0,1,,MISLEADING,"Thousands of law-abiding citizens experienced human rights violations during Martial Law.

Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.

FEM Administration did not mark the ""Golden Era;"" economy plummeted during this time.",,,,,,
36-109,07/04/23 21:11:22,https://twitter.com/cesario_coy/status/1510114060565688320?s=20,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@cesario_coy,Utot Mo Leni Robredo. Boba Ka! Pwe!,"#myofficialaccount
🐅❤#Marcos
🦅💚#Sara",Anonymous,02/22,674,655,Troll Ako,Ulol! Wala ako matamdaan na preso kami panahon ni PFEM. Mas matiwasay nga buhay nmn noon. Tahimik at maunland.,,"Text, Reply",02/04/22 12:37,https://drive.google.com/file/d/1rnH8i7tImfI8JLM6q7TlnuVMPCPmnDpu/view?usp=share_link,Emotional,2,1,0,0,,MISLEADING,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.

[https://www.rappler.com/newsbreak/iq/146939-martial-law-explainer-victims-stories/]",Tweet is part of a argument thread between two Twitter users,,,,,
36-110,07/04/23 21:19:59,https://twitter.com/cesario_coy/status/1510117670217211905?s=20,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@cesario_coy,Utot Mo Leni Robredo. Boba Ka! Pwe!,"#myofficialaccount
🐅❤#Marcos
🦅💚#Sara",Anonymous,02/22,674,655,Troll Ako,Hindi nmn maalala na alipin kami ng mga Marcos. Hindi kmi nagtatrabaho sa lupat at bahay nila. Maganda ang buhay nmn. Maunlad. Walang kinatatakutang mga rebeldi. SAFE kami sa Martial Law. 🤭🤭🤭🤭,,"Text, Reply",02/04/22 12:51,https://drive.google.com/file/d/1__sK0MJbeS3gP5Gq1_TqxjoCx0Wb_md2/view?usp=share_link,Emotional,2,1,0,0,,MISLEADING,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.

[https://www.rappler.com/newsbreak/iq/146939-martial-law-explainer-victims-stories/]",Tweet is part of a argument thread between two Twitter users,,,,,
36-111,07/04/23 21:23:05,https://twitter.com/jorances/status/1503947173524045826?s=20,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@jorances,PinoyPicturePerfect,(No bio),Anonymous,04/10,910,598,National Capital Region,"4. Sanay makipaghalubilo sa kapwa-tao.
  . May sariling paninindigan at hindi umaasa sa iba.
5. Matalino at positibong mag-isip.
6. May takot sa Diyos.
7. Ang mga Marcos ay maraming proyektong nagawa.
8. Magalang.
9. Mapagkakatiwalaan
At higit sa lahat",,"Text, Reply",16/03/22 12:12,https://drive.google.com/file/d/1-eYJGCCWOAr9OiMaCWcYZv3FG9FY5NYw/view?usp=share_link,"Rational, Emotional",74,1,27,2,,NEEDS CONTEXT,"Said projects were the impractically extravagant ones that were funded by loans which stacked up our foreign debt to an enormous amount.

[https://newslab.philstar.com/31-years-of-amnesia/building-spree]","Tweet is part of a thread listing why BBM is OP's President, first tweet garnered more engagements",,,,,
36-112,07/04/23 21:40:35,https://twitter.com/ThataYbanez/status/1504244315547181062,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@ThataYbanez,Thata ybanez,http://mylyka.com/share/um/rande… follow me guyz sa LYKA APP ...salamat,Anonymous,04/21,61,57,Las pinas,True yan kahit aq never nman na exp martial pero sabi ang natatakot sa martial law ay ung mga masasamang tao..cpp npa..pero wla nman pag abuso sa mga law abider..disiplinado nga daw pinoy noon..at marcos mahal ang pinas..ayaw nila pinoy nahirapan,,"Text, Reply",17/03/22 7:52,https://drive.google.com/file/d/1p2iMG958GqCswPaBYexUk3fZz_75r1wT/view?usp=share_link,Emotional,8,2,2,0,,FALSE,"Thousands of law-abiding citizens experienced human rights violations during Martial Law.

[https://www.amnesty.org/en/latest/news/2022/04/five-things-to-know-about-martial-law-in-the-philippines/]",Tweet is a reply to a thread of another user listing why BBM is their President,,,,,
36-113,07/04/23 21:47:03,https://twitter.com/JDWNSUN/status/1504343648225296385,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@JDWNSUN,T. Durden,rock me amadeus           👊🏻✌🏻❤️💚,Anonymous,08/17,1245,437,(Not stated),"Nagpagawa ng mga imprastraktura, hindi nagpalit lang ng pangalan. Napakaraming alituntunin at batas naagpahanggang ngayon ginagamit ng mga Pilipino, hindi yung ni isa wala kang maalala dahil puro kasablayan lang. Tapos ito pang isang utusan na puppet, naghahangad ba naman",,"Text, Reply",17/03/22 14:27,https://drive.google.com/file/d/11GbZ1QoH1O1ePccxzoNkhVn4fcZaiMee/view?usp=share_link,Emotional,7,0,1,0,,MISLEADING,"Said projects were the impractically extravagant ones that were funded by loans which stacked up our foreign debt to an enormous amount.

[https://newslab.philstar.com/31-years-of-amnesia/building-spree]",Tweet is a reply to a thread of another user listing why BBM is their President,,,,,
36-114,07/04/23 23:14:23,https://twitter.com/MontesclarosRj/status/1475365367275225092,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@MontesclarosRj,rj montes,(No bio),Identified,03/15,31,30,philippines,Thank you! So hindi mo pla nhalatang kpanahunan ko yun..kaya alam kong mga activista at cpp-npa lang ang mga pasaway noon..activista ka siguro..mapayapa ang buhay noon at maunlad ang Pilipinas nung si Pres.F.Marcos pa namumuno!☺,,"Text, Reply",27/12/21 15:18,https://drive.google.com/file/d/1AvMxuSxZAf2Pe1Ds0tHR7OMBRDPQhjnC/view?usp=share_link,Emotional,0,0,0,0,,FALSE,"Thousands of law-abiding citizens experienced human rights violations during Martial Law.

[https://www.amnesty.org/en/latest/news/2022/04/five-things-to-know-about-martial-law-in-the-philippines/]",,,,,,
36-115,07/04/23 23:24:08,https://twitter.com/sagaarjay16/status/1440339833180749827?s=200,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@sagaarjay16,Jesst,New Twitter member here 💁🏼‍♀️Filipina 100% 🇵🇭 Follow me IFB 👆🏻 Always choose to be kind. 😇,Identified,02/20,1011,1545,Republic of the Philippines,"Talaga ba? Sabi kasi ng Lolo ko mas maganda daw ang ang buhay nung si Marcos pa ang pangulo. Mas tahimik, payapa at maunlad ang bansa. Kapag matigas ulo mo o lumabag ka sa batas, o karamihan ng Aktibista lang daw ang against sa Marcos. 
Wag mo lahatin
 #MarcosParin 😊",,"Text, Reply",21/09/21 23:39,https://drive.google.com/file/d/19iGAcCv7djFp6Wax4PJhYEaUcoBY6YS_/view?usp=share_link,Emotional,70,5,8,2,,MISLEADING,"Thousands of law-abiding citizens experienced human rights violations during Martial Law.

[https://www.amnesty.org/en/latest/news/2022/04/five-things-to-know-about-martial-law-in-the-philippines/]",Tweet is a reply to Bianca Gonzalez in her tweet sharing a Youtube video featuring Martial Law victims,,,,,
36-116,07/04/23 23:31:26,https://twitter.com/EmmaEiight/status/1440187084254298118,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@EmmaEiight,Emma,I'm so poor I couldn't even pay attention 🤷‍♀️,Anonymous,08/15,4654,4344,(Not stated),"may mga victims na mga member yun ng npa or mga leftist, na gusto patalsikin si marcos bilang president pero mas marami ang mga law abiding citizen na tahimik at maunlad ang buhay, like now kay duterte may victim ng tokhang kse di sumusunod sa batas may tahimik din ang buhay.",,"Text, Reply",21/09/21 13:32,https://drive.google.com/file/d/1cAlEtDTfk5MnXTMwX1rmKGvysB--Vx0t/view?usp=share_link,Emotional,0,0,0,0,,MISLEADING,"Thousands of law-abiding citizens experienced human rights violations during Martial Law.

[https://www.amnesty.org/en/latest/news/2022/04/five-things-to-know-about-martial-law-in-the-philippines/]",,,,,,
36-117,08/04/23 11:42:21,https://twitter.com/JimenoxStuff/status/1572383912692969472,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad buhay, Marcos maganda, Marcos richest, Marcos golden era, Marcos golden age",@JimenoxStuff,Jimenox,That's weird...,Anonymous,07/21,93,3,(Not stated),"Every county has a debt. People are mad because of how ""Greedy"" marcoses is. My grandparents said ""During Marcos Era, the country were one of the richest in the world. The Aquinos only framed them and brainwashed citizen, and now a lot of people are struggling"".",,"Text, Reply",21/09/22 8:35,https://drive.google.com/file/d/1kDGaa8ISjLthAd3NLYI_dcHIHSpGLi4f/view?usp=share_link,Rational,0,0,0,0,,INACCURATE,"PH was not even close to richest in Asia, much less the world, during FEM regime, not to mention the dreadful economy at this time as well.

[https://verafiles.org/articles/vera-files-fact-check-ph-not-richest-country-asia-during-mar]",Tweet is a reply to an unavailable tweet.,,,,,
